irasas,R,klase,ritmas,RR_pre,RR_post,RR_vid,RR_sant,R_ecg,P_on,P_peak,P_off,QRS_on,QRS_off,T_on,T_peak,T_off,T_tipas,rastas,PR,QRS,QT,QTc,P_amp,T_amp,ST,QRS_max,QRS_min,P_yra
111,504129.0,L,(N,819.4444444444445,805.5555555555555,786.9444444444446,1.0412989763501588,504127.0,504017.0,504034.0,504062.0,504113.0,504142.0,504184.0,504221.0,504250.0,0.0,True,266.6666666666667,80.55555555555556,380.55555555555554,420.39574217356767,-0.375,-0.075,-0.525,0.47,-0.7,1.0
111,288927.0,L,(N,850.0,850.0,855.8333333333334,0.9931840311587148,288926.0,288808.0,288828.0,288846.0,288898.0,288948.0,288983.0,289012.0,289042.0,0.0,True,250.0,138.88888888888889,400.0,433.8609156373124,0.18,0.3,-0.0649999999999999,1.02,-0.26,1.0
109,432521.0,L,(N,688.8888888888889,697.2222222222222,716.3888888888889,0.9616130283055448,432520.0,432421.0,432433.0,432452.0,432499.0,432557.0,432563.0,432584.0,432652.0,4.0,True,216.66666666666669,161.11111111111111,425.0,512.052322175343,0.2,-0.375,-0.355,1.81,-0.715,1.0
207,471622.0,L,(N,958.3333333333334,975.0,981.1111111111112,0.97678369195923,471621.0,471508.0,471518.0,471534.0,471582.0,471621.0,471664.0,471733.0,471831.0,0.0,True,205.55555555555557,108.33333333333334,691.6666666666666,706.5429205297613,0.11,0.545,0.115,0.075,-1.235,1.0
111,233345.0,L,(N,816.6666666666666,819.4444444444445,867.5,0.941402497598463,233345.0,233266.0,233279.0,233303.0,233315.0,233368.0,233395.0,233431.0,233459.0,0.0,True,136.1111111111111,147.22222222222223,400.0,442.6266681379905,-0.135,0.635,0.14,0.7250000000000001,-0.135,1.0
214,396686.0,L,(N,838.8888888888889,897.2222222222223,813.8888888888889,1.030716723549488,396687.0,,,,396668.0,396697.0,396708.0,396780.0,396816.0,1.0,True,,80.55555555555556,411.1111111111111,448.8559572355507,,-0.495,-0.07,2.195,0.0,0.0
109,135034.0,L,(N,750.0,730.5555555555555,710.2777777777777,1.0559249120062577,135034.0,,,,135010.0,135077.0,135082.0,135102.0,135177.0,4.0,True,,186.11111111111111,463.8888888888889,535.6527497481528,,-0.3049999999999999,-0.2949999999999999,1.7600000000000002,-0.625,0.0
214,32332.0,L,(N,661.1111111111111,652.7777777777778,745.2777777777778,0.887066716362281,32334.0,32265.0,32276.0,32299.0,32310.0,32366.0,32399.0,32413.0,32443.0,1.0,True,125.0,155.55555555555557,369.44444444444446,454.3723675203116,0.0249999999999999,-0.5700000000000001,-0.42,1.66,-0.35,1.0
214,242810.0,L,(N,911.1111111111112,938.8888888888888,876.1111111111111,1.0399492707672795,242811.0,242726.0,242738.0,242762.0,242791.0,242820.0,242835.0,242906.0,242937.0,1.0,True,180.55555555555557,80.55555555555556,405.55555555555554,424.87842992649337,0.0499999999999999,-0.3349999999999999,0.02,2.23,0.0,1.0
207,37147.0,L,(N,986.1111111111112,980.5555555555557,953.6111111111112,1.0340809787357996,37146.0,37016.0,37027.0,37040.0,37128.0,37168.0,,37182.0,37244.0,2.0,True,311.11111111111114,111.1111111111111,322.22222222222223,324.4834585413864,0.0649999999999999,0.1649999999999999,0.18,0.1099999999999999,-1.155,1.0
111,466747.0,L,(N,838.8888888888889,805.5555555555555,847.7777777777777,0.9895150720838796,466746.0,,,,466732.0,466761.0,466800.0,466835.0,466863.0,0.0,True,,80.55555555555556,363.88888888888886,397.2981783638996,,-0.07,-0.5,0.6400000000000001,-0.6950000000000001,0.0
111,500740.0,L,(N,775.0,780.5555555555555,785.5555555555555,0.9865629420084866,500739.0,500645.0,500650.0,500674.0,500724.0,500753.0,500789.0,500826.0,500875.0,5.0,True,219.44444444444443,80.55555555555556,419.44444444444446,476.4568720628155,-0.365,0.08,-0.455,0.36,-0.625,1.0
111,188208.0,L,(N,800.0,822.2222222222222,852.2222222222221,0.9387222946544982,188208.0,,,,188195.0,188220.0,188259.0,188292.0,188321.0,0.0,True,,69.44444444444444,350.0,391.3118960624632,,-0.215,-0.655,0.5049999999999999,-0.75,0.0
111,322363.0,L,(N,808.3333333333334,880.5555555555555,838.0555555555554,0.9645343056015911,322362.0,322255.0,322274.0,322308.0,322334.0,322385.0,322417.0,322457.0,322485.0,0.0,True,219.44444444444443,141.66666666666666,419.44444444444446,466.5295985907074,0.155,0.27,-0.165,1.12,-0.21,1.0
111,103164.0,L,(N,833.3333333333334,863.8888888888889,860.0,0.9689922480620156,103162.0,,,,103138.0,103178.0,103211.0,103253.0,103383.0,5.0,True,,111.1111111111111,680.5555555555555,745.511258826476,,0.49,-0.0249999999999999,0.76,-0.1899999999999999,0.0
214,286506.0,L,(N,916.6666666666666,875.0,821.9444444444443,1.1152416356877324,286507.0,,,,286485.0,286518.0,286527.0,286604.0,286639.0,1.0,True,,91.66666666666666,427.77777777777777,446.7993169529578,,-0.54,-0.035,2.47,0.0,0.0
214,419554.0,L,(N,794.4444444444443,802.7777777777778,790.8333333333334,1.0045662100456618,419555.0,,,,419536.0,419566.0,419568.0,419635.0,419696.0,4.0,True,,83.33333333333333,444.4444444444444,498.63839467117714,,-0.2799999999999999,-0.14,2.025,0.0,0.0
207,394553.0,L,(N,936.1111111111112,947.2222222222222,981.1111111111112,0.9541336353340883,394552.0,394441.0,394451.0,394466.0,394517.0,394564.0,394596.0,394656.0,394750.0,0.0,True,211.11111111111111,130.55555555555557,647.2222222222223,668.9439344751926,0.04,0.485,0.12,0.045,-1.195,1.0
111,577505.0,L,(N,872.2222222222223,872.2222222222223,843.3333333333334,1.0342555994729907,577504.0,577387.0,577406.0,577433.0,577489.0,577519.0,577560.0,577599.0,577631.0,0.0,True,283.3333333333333,83.33333333333333,394.44444444444446,422.3497777302144,-0.35,-0.045,-0.5750000000000001,0.4399999999999999,-0.685,1.0
109,153876.0,L,(N,711.1111111111111,691.6666666666666,711.9444444444443,0.998829496683574,153875.0,,,,153853.0,153918.0,153922.0,153943.0,153992.0,1.0,True,,180.55555555555557,386.1111111111112,457.8714528785466,,-0.36,-0.375,1.875,-0.73,0.0
109,22661.0,L,(N,702.7777777777777,725.0,693.6111111111111,1.0132158590308369,22660.0,22582.0,22607.0,22631.0,22639.0,22699.0,22707.0,22724.0,22796.0,4.0,True,158.33333333333331,166.66666666666666,436.1111111111112,520.2213136689352,-0.0499999999999999,-0.32,-0.305,1.655,-0.6849999999999998,1.0
111,191578.0,L,(N,858.3333333333333,872.2222222222223,860.5555555555554,0.9974176888315044,191576.0,,,,191563.0,191600.0,191634.0,191669.0,191698.0,0.0,True,,102.77777777777776,375.0,404.7653041656494,,-0.1549999999999999,-0.6499999999999999,0.47,-0.75,0.0
207,240231.0,L,(N,861.1111111111112,850.0,842.7777777777777,1.0217534607778511,240230.0,240133.0,240156.0,240176.0,240213.0,240253.0,240273.0,240330.0,240414.0,0.0,True,222.2222222222222,111.1111111111111,558.3333333333334,601.677761789696,0.005,0.5499999999999999,0.2049999999999999,0.1199999999999999,-1.125,1.0
214,138095.0,L,(N,730.5555555555555,691.6666666666666,770.5555555555554,0.9480894015861572,138096.0,,,,138079.0,138105.0,138136.0,138172.0,138200.0,1.0,True,,72.22222222222221,336.11111111111114,393.2386945500453,,-0.31,-0.1499999999999999,2.2,0.0,0.0
214,25807.0,L,(N,730.5555555555555,758.3333333333333,793.3333333333334,0.9208683473389356,25808.0,25731.0,25744.0,25768.0,25786.0,25819.0,25871.0,25887.0,25947.0,4.0,True,152.7777777777778,91.66666666666666,447.22222222222223,523.2349572112172,0.1049999999999999,-0.165,-0.125,2.135,0.0,1.0
109,125917.0,L,(N,638.8888888888888,650.0,656.9444444444445,0.9725158562367864,125916.0,,,,125895.0,125958.0,125993.0,126047.0,126054.0,0.0,True,,175.0,441.6666666666666,552.5631972512481,,0.2699999999999999,-0.2249999999999999,1.1949999999999998,-0.47,0.0
111,93908.0,L,(N,886.1111111111111,866.6666666666667,850.0,1.042483660130719,93921.0,,,,93874.0,93930.0,93957.0,93998.0,94031.0,0.0,True,,155.55555555555557,436.1111111111112,463.29014330021766,,0.26,-0.12,0.6,-0.41,0.0
207,429821.0,L,(N,1022.2222222222222,991.6666666666669,975.0,1.0484330484330484,429819.0,429714.0,429745.0,429750.0,429783.0,429826.0,429828.0,429931.0,430034.0,0.0,True,191.66666666666669,119.44444444444446,697.2222222222222,689.6020784264272,0.0,0.515,0.1149999999999999,0.0399999999999999,-1.315,1.0
109,550694.0,L,(N,700.0,730.5555555555555,730.5555555555555,0.9581749049429658,550693.0,550598.0,550610.0,550627.0,550678.0,550714.0,550740.0,550760.0,550839.0,4.0,True,222.2222222222222,100.0,447.22222222222223,534.5327947301038,0.16,-0.3049999999999999,-0.235,1.685,-0.625,1.0
109,493391.0,L,(N,711.1111111111111,772.2222222222223,712.2222222222222,0.998439937597504,493391.0,493282.0,493290.0,493316.0,493369.0,493425.0,493439.0,493461.0,493536.0,4.0,True,241.66666666666663,155.55555555555557,463.8888888888889,550.1045513001244,0.24,-0.35,-0.29,1.825,-0.7050000000000001,1.0
207,194188.0,L,(N,788.8888888888889,819.4444444444445,798.3333333333333,0.9881697981906752,194186.0,,,,194169.0,194209.0,194224.0,194275.0,194366.0,0.0,True,,111.1111111111111,547.2222222222223,616.1065213876581,,0.36,0.115,0.03,-1.275,0.0
214,608975.0,L,(N,711.1111111111111,672.2222222222223,710.8333333333333,1.0003907776475187,608975.0,,,,608956.0,609013.0,609022.0,609059.0,609129.0,4.0,True,,158.33333333333331,480.55555555555554,569.8687866761767,,-0.505,-0.3399999999999999,2.095,-0.2699999999999999,0.0
214,592377.0,L,(N,822.2222222222222,861.1111111111112,846.3888888888889,0.9714473252379388,592378.0,,,,592360.0,592415.0,592428.0,592467.0,592500.0,1.0,True,,152.7777777777778,388.8888888888889,428.8751962213879,,-0.44,-0.275,2.3000000000000003,-0.2,0.0
109,631940.0,L,(N,866.6666666666667,763.8888888888888,742.5,1.1672278338945006,631938.0,,,,631917.0,631961.0,631984.0,632011.0,632108.0,4.0,True,,122.2222222222222,530.5555555555555,569.908087256382,,-0.66,-0.505,2.88,-0.88,0.0
111,640750.0,L,(N,844.4444444444445,802.7777777777778,806.9444444444445,1.0464716006884682,640749.0,640642.0,640662.0,640691.0,640735.0,640762.0,640804.0,640836.0,640866.0,0.0,True,258.33333333333337,75.0,363.88888888888886,395.9891198517146,-0.305,0.0,-0.505,0.375,-0.72,1.0
111,136621.0,L,(N,852.7777777777777,913.8888888888888,869.1666666666666,0.9811441355065516,136620.0,,,,136606.0,136641.0,136679.0,136715.0,136850.0,5.0,True,,97.22222222222224,677.7777777777778,733.9549236125075,,-0.135,-0.56,0.52,-0.78,0.0
214,73411.0,L,(N,866.6666666666667,650.0,707.2222222222222,1.2254516889238023,73412.0,73336.0,73355.0,73373.0,73391.0,73425.0,73465.0,73489.0,73523.0,1.0,True,152.7777777777778,94.44444444444444,366.6666666666666,393.863180721688,0.0849999999999999,-0.495,-0.225,2.115,-0.0199999999999999,1.0
214,633153.0,L,(N,727.7777777777777,744.4444444444445,799.4444444444445,0.9103544127866572,633154.0,,,,633132.0,633192.0,633204.0,633223.0,633290.0,4.0,True,,166.66666666666666,438.88888888888886,514.4642379000043,,-0.2599999999999999,-0.195,2.12,-0.1449999999999999,0.0
111,164423.0,L,(N,850.0,855.5555555555555,872.5,0.9742120343839542,164422.0,,,,164410.0,164443.0,164467.0,164507.0,164636.0,5.0,True,,91.66666666666666,627.7777777777777,680.9206037085596,,-0.06,-0.51,0.635,-0.72,0.0
111,109972.0,L,(N,838.8888888888889,819.4444444444445,860.2777777777777,0.97513722957701,109972.0,,,,109958.0,109985.0,110020.0,110057.0,110084.0,0.0,True,,75.0,350.0,382.13412575459046,,-0.12,-0.55,0.4099999999999999,-0.875,0.0
111,592932.0,L,(N,847.2222222222222,833.3333333333334,806.1111111111111,1.050999310820124,592932.0,592820.0,592840.0,592879.0,592918.0,592946.0,592977.0,593022.0,593141.0,5.0,True,272.2222222222222,77.77777777777779,619.4444444444445,672.9823789160545,-0.35,-0.07,-0.52,0.425,-0.735,1.0
109,87592.0,L,(N,688.8888888888889,691.6666666666666,668.6111111111111,1.0303282093892814,87592.0,87511.0,87531.0,87560.0,87569.0,87631.0,87664.0,87719.0,87732.0,0.0,True,161.11111111111111,172.22222222222223,452.77777777777777,545.5197942129471,-0.1099999999999999,0.285,-0.2399999999999999,1.345,-0.585,1.0
207,200271.0,L,(N,777.7777777777778,783.3333333333334,816.3888888888889,0.9527050017012588,200269.0,200155.0,200190.0,200216.0,200252.0,200291.0,200313.0,200356.0,200436.0,0.0,True,269.44444444444446,108.33333333333334,511.1111111111111,579.545525280815,-0.11,0.6399999999999999,0.3349999999999999,0.2049999999999999,-1.0,1.0
207,257086.0,L,(N,900.0,897.2222222222223,878.0555555555554,1.0249920911104082,257085.0,256992.0,256997.0,257021.0,257068.0,257108.0,257134.0,257187.0,257232.0,0.0,True,211.11111111111111,111.1111111111111,455.55555555555554,480.19771876630944,-0.085,0.41,0.085,0.05,-1.36,1.0
214,560636.0,L,(N,775.0,822.2222222222222,761.3888888888889,1.0178766873403866,560636.0,,,,560615.0,560685.0,560692.0,560725.0,560758.0,1.0,True,,194.44444444444449,397.2222222222222,451.214123874057,,-0.42,-0.32,2.1,-0.235,0.0
109,165554.0,L,(N,752.7777777777777,727.7777777777777,713.0555555555555,1.0557070510323334,165553.0,,,,165531.0,165597.0,165601.0,165623.0,165696.0,4.0,True,,183.3333333333333,458.3333333333333,528.2603908967678,,-0.305,-0.2699999999999999,1.8,-0.6399999999999999,0.0
214,506777.0,L,(N,819.4444444444445,822.2222222222222,827.7777777777777,0.9899328859060404,506778.0,,,,506760.0,506828.0,506832.0,506866.0,506899.0,1.0,True,,188.88888888888889,386.1111111111112,426.5329062928899,,-0.43,-0.36,2.345,-0.245,0.0
111,66153.0,L,(N,858.3333333333333,830.5555555555557,835.5555555555554,1.0272606382978724,66144.0,66050.0,66063.0,66085.0,66123.0,66163.0,66180.0,66234.0,66266.0,0.0,True,202.77777777777777,111.1111111111111,397.2222222222222,428.75139626435447,0.13,0.61,0.1049999999999999,0.55,-0.175,1.0
207,163979.0,L,(N,791.6666666666666,791.6666666666666,773.8888888888889,1.0229720028715004,163978.0,,,,163961.0,164002.0,,164013.0,164068.0,2.0,True,,113.88888888888889,297.22222222222223,334.0489394641375,,0.0949999999999999,0.13,0.0399999999999999,-1.18,0.0
111,165994.0,L,(N,861.1111111111112,844.4444444444445,866.9444444444446,0.9932713873758412,165993.0,,,,165983.0,166016.0,166055.0,166085.0,166120.0,0.0,True,,91.66666666666666,380.55555555555554,410.098772961136,,-0.145,-0.5800000000000001,0.7750000000000001,-0.74,0.0
111,174989.0,L,(N,847.2222222222222,827.7777777777777,866.1111111111111,0.978191148171905,174988.0,,,,174976.0,175008.0,175036.0,175077.0,175105.0,0.0,True,,88.88888888888889,358.3333333333333,389.3037079828297,,-0.16,-0.625,0.6499999999999999,-0.87,0.0
109,307441.0,L,(N,719.4444444444445,730.5555555555555,733.0555555555555,0.9814323607427056,307441.0,307338.0,307352.0,307370.0,307423.0,307478.0,307485.0,307505.0,307578.0,4.0,True,236.11111111111111,152.7777777777778,430.5555555555556,507.6104635134925,0.2049999999999999,-0.29,-0.245,1.72,-0.595,1.0
109,98372.0,L,(N,780.5555555555555,758.3333333333333,722.7777777777777,1.0799385088393545,98371.0,98283.0,98304.0,98339.0,98349.0,98412.0,98420.0,98441.0,98520.0,4.0,True,183.3333333333333,175.0,475.0,537.6401580069883,-0.0299999999999999,-0.35,-0.3399999999999999,1.985,-0.725,1.0
111,323886.0,L,(N,838.8888888888889,780.5555555555555,829.7222222222223,1.0110478741211917,323885.0,323782.0,323799.0,323824.0,323862.0,323907.0,323933.0,323970.0,324075.0,5.0,True,222.2222222222222,125.0,591.6666666666666,645.9886411565695,0.1099999999999999,0.335,-0.16,0.96,-0.355,1.0
111,70284.0,L,(N,850.0,816.6666666666666,816.9444444444445,1.0404624277456649,70283.0,70174.0,70193.0,70221.0,70239.0,70307.0,70343.0,70376.0,70408.0,0.0,True,180.55555555555557,188.88888888888889,469.44444444444446,509.1839912687902,0.105,0.505,0.0199999999999999,1.14,-0.14,1.0
109,248180.0,L,(N,708.3333333333334,711.1111111111111,723.0555555555555,0.9796388782174414,248179.0,248099.0,248119.0,248144.0,248156.0,248211.0,248223.0,248248.0,248319.0,4.0,True,158.33333333333331,152.7777777777778,452.77777777777777,537.9801650173263,-0.0499999999999999,-0.36,-0.3,1.765,-0.6699999999999999,1.0
214,230990.0,L,(N,783.3333333333334,805.5555555555555,829.7222222222223,0.9440910612654836,230990.0,,,,230974.0,231001.0,231043.0,231073.0,231105.0,1.0,True,,75.0,363.88888888888886,411.1454525302789,,-0.395,-0.1849999999999999,2.44,0.0,0.0
111,123294.0,L,(N,850.0,811.1111111111111,861.3888888888889,0.9867784585617544,123293.0,,,,123270.0,123316.0,123340.0,123376.0,123407.0,0.0,True,,127.77777777777776,380.55555555555554,412.7704544604985,,0.405,-0.065,0.79,-0.355,0.0
214,410297.0,L,(N,847.2222222222222,838.8888888888889,880.5555555555554,0.9621451104100948,410298.0,,,,410281.0,410341.0,410343.0,410378.0,410408.0,1.0,True,,166.66666666666666,352.7777777777778,383.2679915799952,,-0.475,-0.3749999999999999,2.235,-0.245,0.0
111,292082.0,L,(N,866.6666666666667,930.5555555555557,893.6111111111111,0.9698476841778056,292095.0,,,,292054.0,292105.0,292133.0,292176.0,292209.0,0.0,True,,141.66666666666666,430.5555555555556,462.4908561504671,,0.42,-0.025,0.8200000000000001,-0.355,0.0
109,21668.0,L,(N,675.0,672.2222222222223,697.2222222222222,0.9681274900398408,21667.0,21590.0,21611.0,21638.0,21647.0,21703.0,21708.0,21726.0,21792.0,4.0,True,158.33333333333331,155.55555555555557,402.77777777777777,490.2454990015376,-0.06,-0.3199999999999999,-0.3199999999999999,1.5550000000000002,-0.65,1.0
109,129294.0,L,(N,683.3333333333334,641.6666666666667,673.3333333333333,1.014851485148515,129294.0,,,,129273.0,129333.0,,129355.0,129399.0,2.0,True,,166.66666666666666,350.0,423.4008652363937,,-0.2499999999999999,-0.2499999999999999,1.57,-0.5900000000000001,0.0
109,444182.0,L,(N,722.2222222222222,713.8888888888889,711.3888888888889,1.015228426395939,444181.0,444076.0,444089.0,444108.0,444158.0,444211.0,444229.0,444251.0,444320.0,4.0,True,227.77777777777777,147.22222222222223,450.0,529.5135648730969,0.145,-0.385,-0.34,1.735,-0.7549999999999999,1.0
111,378864.0,L,(N,900.0,891.6666666666667,863.3333333333334,1.0424710424710424,378877.0,378751.0,378768.0,378796.0,378831.0,378887.0,378912.0,378956.0,379091.0,5.0,True,222.2222222222222,155.55555555555557,722.2222222222222,761.289066336832,0.115,0.405,0.0,0.895,-0.2999999999999999,1.0
109,591357.0,L,(N,758.3333333333333,769.4444444444445,733.8888888888889,1.0333080999242996,591354.0,,,,591334.0,591375.0,591401.0,591426.0,591523.0,4.0,True,,113.88888888888889,525.0,602.8777143513753,,-0.6099999999999999,-0.4999999999999999,2.91,-0.8999999999999999,0.0
214,524724.0,L,(N,1205.5555555555554,761.1111111111111,845.8333333333333,1.4252873563218391,524725.0,,,,524684.0,524740.0,524776.0,524811.0,524867.0,4.0,True,,155.55555555555557,508.3333333333333,462.9722647981737,,-0.35,-0.06,2.61,0.0,0.0
214,296328.0,L,(N,1208.3333333333333,838.8888888888889,824.7222222222223,1.46513977770293,296329.0,296248.0,296262.0,296285.0,296311.0,296340.0,296373.0,296413.0,296447.0,1.0,True,175.0,80.55555555555556,377.77777777777777,343.6711130891029,0.0649999999999999,-0.435,-0.175,2.375,0.0,1.0
111,204201.0,L,(N,866.6666666666667,819.4444444444445,831.3888888888889,1.0424323421316406,204199.0,204092.0,204112.0,204138.0,204174.0,204226.0,204258.0,204287.0,204317.0,0.0,True,227.77777777777777,144.44444444444443,397.2222222222222,426.6851124484954,0.11,0.395,-0.06,0.835,-0.29,1.0
207,445283.0,L,(N,1011.1111111111112,980.5555555555557,970.2777777777776,1.0420841683366733,445281.0,445168.0,445181.0,445198.0,445245.0,445282.0,445330.0,445395.0,445498.0,0.0,True,213.88888888888889,102.77777777777776,702.7777777777777,698.9056944389348,0.0499999999999999,0.5599999999999999,0.0949999999999999,0.0699999999999999,-1.245,1.0
109,323854.0,L,(N,683.3333333333334,688.8888888888889,715.5555555555555,0.9549689440993788,323853.0,323772.0,323802.0,323820.0,323835.0,323892.0,323898.0,323917.0,323997.0,4.0,True,175.0,158.33333333333331,450.0,544.3725410182204,0.025,-0.2499999999999999,-0.2499999999999999,1.855,-0.6299999999999999,1.0
207,113961.0,L,(N,738.8888888888889,708.3333333333334,752.2222222222223,0.982274741506647,113959.0,,,,113925.0,113979.0,114006.0,114037.0,114114.0,0.0,True,,150.0,525.0,610.7588032844666,,0.735,0.505,0.25,-1.135,0.0
207,381603.0,L,(N,941.6666666666666,944.4444444444443,974.1666666666666,0.9666381522668948,381601.0,381493.0,381505.0,381522.0,381569.0,381615.0,381647.0,381704.0,381789.0,0.0,True,211.11111111111111,127.77777777777776,611.1111111111112,629.7549376916658,0.115,0.41,0.09,0.04,-1.1,1.0
214,315756.0,L,(N,775.0,780.5555555555555,861.3888888888889,0.8997097710415994,315757.0,,,,315737.0,315767.0,315805.0,315836.0,315869.0,1.0,True,,83.33333333333333,366.6666666666666,416.50534511451417,,-0.3949999999999999,-0.1649999999999999,2.405,0.0,0.0
111,158483.0,L,(N,916.6666666666666,900.0,872.7777777777777,1.0502864417568427,158483.0,,,,158469.0,158503.0,158535.0,158574.0,158600.0,0.0,True,,94.44444444444444,363.88888888888886,380.0695488366069,,-0.01,-0.59,0.58,-0.735,0.0
111,586266.0,L,(N,825.0,847.2222222222222,816.9444444444445,1.009860591635498,586265.0,,,,586250.0,586282.0,586331.0,586362.0,586389.0,0.0,True,,88.88888888888889,386.1111111111112,425.0943426460115,,0.03,-0.495,0.32,-0.645,0.0
111,159760.0,L,(N,872.2222222222223,841.6666666666666,882.7777777777777,0.9880427942101953,159759.0,,,,159747.0,159777.0,159814.0,159847.0,159874.0,0.0,True,,83.33333333333333,352.7777777777778,377.73536458969886,,-0.135,-0.665,0.5599999999999999,-0.8150000000000001,0.0
111,214780.0,L,(N,877.7777777777777,872.2222222222223,836.6666666666666,1.049136786188579,214779.0,,,,214749.0,214804.0,214834.0,214875.0,214902.0,0.0,True,,152.7777777777778,425.0,453.6246426900728,,0.445,0.0,1.005,-0.2099999999999999,0.0
111,75957.0,L,(N,794.4444444444443,869.4444444444445,836.6666666666666,0.9495351925630808,75957.0,75861.0,75874.0,75896.0,75915.0,75979.0,76012.0,76052.0,76076.0,0.0,True,150.0,177.77777777777777,447.22222222222223,501.75488463787207,0.115,0.495,0.005,1.125,-0.0999999999999999,1.0
109,105854.0,L,(N,688.8888888888889,675.0,719.4444444444445,0.9575289575289576,105853.0,,,,105834.0,105891.0,105895.0,105915.0,105985.0,4.0,True,,158.33333333333331,419.44444444444446,505.3588277678222,,-0.355,-0.3299999999999999,1.66,-0.655,0.0
207,194483.0,L,(N,819.4444444444445,822.2222222222222,795.0,1.0307477288609364,194481.0,,,,194464.0,194505.0,,194518.0,194573.0,2.0,True,,113.88888888888889,302.77777777777777,334.4754445030576,,0.15,0.165,0.095,-1.265,0.0
214,317760.0,L,(N,727.7777777777777,755.5555555555555,787.7777777777778,0.9238363892806768,317761.0,317682.0,317695.0,317718.0,317743.0,317773.0,317811.0,317845.0,317878.0,1.0,True,169.44444444444446,83.33333333333333,375.0,439.573874155067,0.13,-0.4599999999999999,-0.165,2.26,0.0,1.0
109,444707.0,L,(N,744.4444444444445,713.8888888888889,715.5555555555555,1.0403726708074534,444706.0,444599.0,444613.0,444632.0,444680.0,444729.0,444752.0,444775.0,444849.0,4.0,True,225.0,136.1111111111111,469.44444444444446,544.0866340390718,0.175,-0.3199999999999999,-0.24,1.64,-0.65,1.0
207,342179.0,L,(N,975.0,961.1111111111112,962.7777777777776,1.0126947489901903,342177.0,342075.0,342103.0,342109.0,342143.0,342193.0,342229.0,342284.0,342389.0,0.0,True,188.88888888888889,138.88888888888889,683.3333333333334,692.0385675071723,0.01,0.4599999999999999,0.135,0.065,-1.1150000000000002,1.0
214,33957.0,L,(N,1163.888888888889,725.0,746.9444444444445,1.5582000743770918,33958.0,,,,33933.0,33969.0,34022.0,34046.0,34117.0,4.0,True,,100.0,511.1111111111111,473.7612775200534,,-0.3350000000000001,-0.145,2.355,0.0,0.0
109,544932.0,L,(N,747.2222222222223,638.8888888888888,742.2222222222222,1.006736526946108,544932.0,544818.0,544836.0,544858.0,544913.0,544952.0,544979.0,545003.0,545087.0,4.0,True,263.8888888888889,108.33333333333334,483.3333333333333,559.1416682777817,0.305,-0.3049999999999999,-0.2099999999999999,1.98,-0.645,1.0
109,452992.0,L,(N,752.7777777777777,744.4444444444445,720.0,1.0455246913580245,452991.0,452887.0,452901.0,452920.0,452967.0,453015.0,453038.0,453063.0,453141.0,4.0,True,222.2222222222222,133.33333333333334,483.3333333333333,557.0745940365915,0.205,-0.395,-0.3099999999999999,1.92,-0.81,1.0
111,166298.0,L,(N,844.4444444444445,844.4444444444445,873.6111111111111,0.9666136724960256,166298.0,,,,166288.0,166317.0,166345.0,166385.0,166415.0,0.0,True,,80.55555555555556,352.7777777777778,383.8978490165479,,-0.1399999999999999,-0.59,0.7200000000000001,-0.775,0.0
214,246503.0,L,(N,763.8888888888888,791.6666666666666,839.4444444444446,0.9099933818663136,246503.0,246425.0,246443.0,246462.0,246485.0,246515.0,246556.0,246589.0,246667.0,4.0,True,166.66666666666666,83.33333333333333,505.55555555555554,578.4339708089927,0.1,-0.4,-0.175,2.3200000000000003,0.0,1.0
109,537950.0,L,(N,680.5555555555555,683.3333333333334,693.6111111111111,0.9811774128954746,537948.0,537849.0,537860.0,537883.0,537933.0,537968.0,537996.0,538013.0,538087.0,4.0,True,233.33333333333331,97.22222222222224,427.77777777777777,518.5449728701349,0.265,-0.255,-0.225,1.565,-0.625,1.0
109,250015.0,L,(N,758.3333333333333,719.4444444444445,723.8888888888889,1.047582501918649,250015.0,249925.0,249944.0,249983.0,249991.0,250058.0,250062.0,250083.0,250153.0,4.0,True,183.3333333333333,186.11111111111111,450.0,516.7523265868931,-0.0799999999999999,-0.365,-0.365,1.69,-0.6900000000000001,1.0
109,101234.0,L,(N,697.2222222222222,691.6666666666666,714.1666666666666,0.9762738234150136,101232.0,,,,101212.0,101276.0,101281.0,101300.0,101369.0,4.0,True,,177.77777777777777,436.1111111111112,522.289796236502,,-0.33,-0.315,1.71,-0.675,0.0
214,494514.0,L,(N,880.5555555555555,894.4444444444445,897.7777777777777,0.9808168316831684,494515.0,,,,494498.0,494525.0,494569.0,494601.0,494632.0,1.0,True,,75.0,372.22222222222223,396.66503194000825,,-0.55,-0.19,2.4250000000000003,0.0,0.0
214,77617.0,L,(N,766.6666666666667,747.2222222222223,783.3333333333334,0.9787234042553192,77617.0,77536.0,77552.0,77570.0,77583.0,77653.0,77670.0,77699.0,77729.0,1.0,True,130.55555555555557,194.44444444444449,405.55555555555554,463.1770841396859,0.105,-0.3049999999999999,-0.195,1.465,-0.1149999999999999,1.0
214,132135.0,L,(N,775.0,791.6666666666666,829.4444444444443,0.9343603482920296,132136.0,,,,132118.0,132175.0,132187.0,132216.0,132245.0,1.0,True,,158.33333333333331,352.7777777777778,400.7286274965402,,-0.47,-0.31,2.03,-0.22,0.0
